Tablepotatoes.code;Tablepotatoes.name;Tablepotatoes.mean;Tablepotatoes.perc;Gherkin.code;Gherkin.name;Gherkin.mean;Gherkin.perc;Aspargus.code;Aspargus.name;Aspargus.mean;Aspargus.perc;Cauliflower.code;Cauliflower.name;Cauliflower.mean;Cauliflower.perc;Broccoli.code;Broccoli.name;Broccoli.mean;Broccoli.perc;Kale.code;Kale.name;Kale.mean;Kale.perc;Carrot.code;Carrot.name;Carrot.mean;Carrot.perc;Whitecabbage.code;Whitecabbage.name;Whitecabbage.mean;Whitecabbage.perc;Celeriac.code;Celeriac.name;Celeriac.mean;Celeriac.perc;Onions.code;Onions.name;Onions.mean;Onions.perc;Parsnip.code;Parsnip.name;Parsnip.mean;Parsnip.perc;Rootparsley.code;Rootparsley.name;Rootparsley.mean;Rootparsley.perc;Leek.code;Leek.name;Leek.mean;Leek.perc;Beet.code;Beet.name;Beet.mean;Beet.perc;Redcabbage.code;Redcabbage.name;Redcabbage.mean;Redcabbage.perc;Lettuce.code;Lettuce.name;Lettuce.mean;Lettuce.perc;Savoycabbage.pointedcabbage.code;Savoycabbage.pointedcabbage.name;Savoycabbage.pointedcabbage.mean;Savoycabbage.pointedcabbage.perc;Spinach.code;Spinach.name;Spinach.mean;Spinach.perc;Sweetcorn.code;Sweetcorn.name;Sweetcorn.mean;Sweetcorn.perc;Peas.code;Peas.name;Peas.mean;Peas.perc;Jerusalemartichoke.code;Jerusalemartichoke.name;Jerusalemartichoke.mean;Jerusalemartichoke.perc;Leafparsley.code;Leafparsley.name;Leafparsley.mean;Leafparsley.perc;Pumpkin.code;Pumpkin.name;Pumpkin.mean;Pumpkin.perc;Rhubarb.code;Rhubarb.name;Rhubarb.mean;Rhubarb.perc;Strawberry.code;Strawberry.name;Strawberry.mean;Strawberry.perc;Blackcurrant.code;Blackcurrant.name;Blackcurrant.mean;Blackcurrant.perc;Redcurrant.code;Redcurrant.name;Redcurrant.mean;Redcurrant.perc;Gooseberry.code;Gooseberry.name;Gooseberry.mean;Gooseberry.perc;Raspberry.code;Raspberry.name;Raspberry.mean;Raspberry.perc;Blueberry.code;Blueberry.name;Blueberry.mean;Blueberry.perc;Sourcherry.code;Sourcherry.name;Sourcherry.mean;Sourcherry.perc;Plum.code;Plum.name;Plum.mean;Plum.perc;Sweetcherry.code;Sweetcherry.name;Sweetcherry.mean;Sweetcherry.perc;Elder.code;Elder.name;Elder.mean;Elder.perc;Hazel.code;Hazel.name;Hazel.mean;Hazel.perc;Apple.code;Apple.name;Apple.mean;Apple.perc;Pear.code;Pear.name;Pear.mean;Pear.perc;Winegrape.code;Winegrape.name;Winegrape.mean;Winegrape.perc;Rosehip.code;Rosehip.name;Rosehip.mean;Rosehip.perc;Tomato.code;Tomato.name;Tomato.mean;Tomato.perc;Cucumber.code;Cucumber.name;Cucumber.mean;Cucumber.perc;
39;101;Rajgræsfrø, alm.;2.8E-05;0.8;31;Hestebønner;2.78E-07;0;5;Majs til modenhed;7.39E-07;0;210;Vårbyg, helsæd;8.92E-07;0.028208745;583;Juletræer og pyntegrønt på landbrugsjord;1.14E-06;0.005195345;30;Ærter;3.60E-07;1.881112587;418;Rødkål;8.58E-06;0.030069525;224;Blandkorn, efterårssået helsæd;1.33E-06;0;420;Salat (friland);1.22E-07;0.203873598;14;Vinterrug;3.92E-06;2.085930363;257;Permanent græs, uden kløver;5.62E-07;0;113;Engrapsgræsfrø (plænetype);4.30E-07;0;10;Vinterbyg;5.98E-07;2.663697205;3;Vårhavre;1.07E-06;1.058400872;264;Græs og kløvergræs uden norm, under 50 % kløver (omdrift);6.38E-07;0.02152698;11;Vinterhvede;1.54E-06;3.683411484;430;Bladpersille;3.79E-07;0.11616075;118;Rajsvingelfrø, efterårsudlagt;2.94E-07;0;514;Solbær;1.56E-06;0.085495876;16;Vintertriticale;8.73E-06;0.111200056;268;Græs under 50% kløver/lucerne, lavt udbytte (omdrift);5.52E-07;0.026401147;150;Kartofler, lægge- (egen opformering);5.96E-07;0;407;Gulerod;1.14E-06;0.209267406;651;Dildfrø;1.99E-07;0.016129032;310;Brak, sommerslåning;9.32E-06;0.054754753;267;Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift);7.29E-06;0;14;Vinterrug;5.00E-07;0;15;Vinterhybridrug;6.50E-08;0;215;Ærtehelsæd;4.29E-07;0.051229508;22;Vinterraps;1.62E-06;0;111;Svingelfrø, strand-;1.63E-05;0;111;Svingelfrø, strand-;6.76E-07;0;513;Jordbær;2.52E-06;0.082954809;592;Pil;9.24E-08;0;2;Vårhvede;2.04E-07;0;120;Kløverfrø;1.81E-05;0;120;Kløverfrø;3.68E-06;0.003877171;544;Snitblomster og snitgrønt;2.11E-06;0.067324955;263;Græs uden kløvergræs (omdrift);2.81E-07;0.007200461;7;Korn + bælgsæd under 50% bælgsæd;3.70E-07;0;3;Vårhavre;6.31E-07;0
116;268;Græs under 50% kløver/lucerne, lavt udbytte (omdrift);2.8E-05;0.2;255;Permanent græs, under 50% kløver/lucerne;2.78E-07;0;518;Hindbær;7.39E-07;0.00801796;250;Permanent græs, meget lavt udbytte;8.92E-07;0;268;Græs under 50% kløver/lucerne, lavt udbytte (omdrift);1.14E-06;0;421;Savoykål, spidskål;3.60E-07;0.508697987;264;Græs og kløvergræs uden norm, under 50 % kløver (omdrift);8.58E-06;0.004744182;101;Rajgræsfrø, alm.;1.33E-06;0.128670905;1;Vårbyg;1.22E-07;9.767689879;216;Silomajs;3.92E-06;2.609392209;124;Spinatfrø;5.62E-07;0;312;20-årig udtagning;4.30E-07;0;429;Jordskokker, konsum;5.98E-07;0.075102205;101;Rajgræsfrø, alm.;1.07E-06;0.142287991;124;Spinatfrø;6.38E-07;0.082403651;153;Kartofler, andre;1.54E-06;1.098526377;407;Gulerod;3.79E-07;1.510970734;35;Bælgsæd, flerårig blanding;2.94E-07;0;251;Permanent græs, lavt udbytte;1.56E-06;0.06899152;503;En- og to-årige planter;8.73E-06;0.039120884;4;Blanding af vårsåede arter;5.52E-07;0.159057082;102;Rajgræsfrø, alm. 1. år, efterårsudlagt;5.96E-07;0;160;Sukkerroer til fabrik;1.14E-06;0.113272293;431;Purløg;1.99E-07;0.035161744;5;Majs til modenhed;9.32E-06;0.012708586;235;Blanding af vinterkorn, grønkorn;7.29E-06;0;2;Vårhvede;5.00E-07;0.270013292;450;Grøntsager, blandinger;6.50E-08;0.116312997;150;Kartofler, lægge- (egen opformering);4.29E-07;0;10;Vinterbyg;1.62E-06;0;235;Blanding af vinterkorn, grønkorn;1.63E-05;0;511;Græskar;6.76E-07;0.01450116;280;Fodersukkerroer;2.52E-06;0;4;Blanding af vårsåede arter;9.24E-08;0;108;Rødsvingelfrø;2.04E-07;0;592;Pil;1.81E-05;0;592;Pil;3.68E-06;0;11;Vinterhvede;2.11E-06;1.49173029;3;Vårhavre;2.81E-07;0;592;Pil;3.70E-07;0;254;Miljøgræs MVJ-tilsagn (0 N), permanent;6.31E-07;0
84;214;Korn og bælgsæd, helsæd, under 50% bælgsæd;2.8E-05;0.1;124;Spinatfrø;2.78E-07;0;124;Spinatfrø;7.39E-07;0;230;Blanding af vårkorn, grønkorn;8.92E-07;0;250;Permanent græs, meget lavt udbytte;1.14E-06;0;432;Krydderurter (undtagen persille og purløg);3.60E-07;0.128309022;310;Brak, sommerslåning;8.58E-06;0.01639113;251;Permanent græs, lavt udbytte;1.33E-06;0;281;Kålroer;1.22E-07;0.036982249;21;Vårraps;3.92E-06;0.221256808;102;Rajgræsfrø, alm. 1. år, efterårsudlagt;5.62E-07;0;592;Pil;4.30E-07;0;22;Vinterraps;5.98E-07;0.517583155;151;Kartofler, stivelses-;1.07E-06;0.2414864;214;Korn og bælgsæd, helsæd, under 50% bælgsæd;6.38E-07;0;410;Knoldselleri;1.54E-06;0.153507045;173;Kløver til slæt;3.78E-07;0.13325017;430;Bladpersille;2.67E-07;0.87631898;583;Juletræer og pyntegrønt på landbrugsjord;1.56E-06;0.006709127;124;Spinatfrø;8.73E-06;0.240970303;210;Vårbyg, helsæd;5.52E-07;0.022321429;215;Ærtehelsæd;5.96E-07;0;276;Permanent græs og kløvergræs uden norm, under 50 % kløver;1.14E-06;0.204462296;1;Vårbyg;1.99E-07;3.869995232;214;Korn og bælgsæd, helsæd, under 50% bælgsæd;9.32E-06;0.006827044;153;Kartofler, andre;7.29E-06;0;520;Surkirsebær uden undervækst af græs;5.00E-07;0.095327085;254;Miljøgræs MVJ-tilsagn (0 N), permanent;6.50E-08;0;102;Rajgræsfrø, alm. 1. år, efterårsudlagt;4.29E-07;0;266;Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift);1.62E-06;0.242699716;424;Ærter, konsum;1.63E-05;0;153;Kartofler, andre;6.76E-07;0;113;Engrapsgræsfrø (plænetype);2.52E-06;0;312;20-årig udtagning;9.24E-08;0;513;Jordbær;2.04E-07;0.068681319;106;Hundegræsfrø;1.81E-05;0;7;Korn + bælgsæd under 50% bælgsæd;3.68E-06;0;310;Brak, sommerslåning;2.11E-06;0.489587357;160;Sukkerroer til fabrik;2.81E-07;0;267;Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift);3.70E-07;0;263;Græs uden kløvergræs (omdrift);6.31E-07;0
192;448;Medicinpl., en- og toårige;2.8E-05;0.0;150;Kartofler, lægge- (egen opformering);2.78E-07;0;255;Permanent græs, under 50% kløver/lucerne;7.39E-07;0;257;Permanent græs, uden kløver;8.92E-07;0;257;Permanent græs, uden kløver;1.14E-06;0;408;Hvidkål;3.60E-07;1.182935582;257;Permanent græs, uden kløver;8.58E-06;0;261;Kløvergræs, over 50% kløver (omdrift);1.33E-06;0.081244197;22;Vinterraps;1.22E-07;2.453155819;405;Courgette, squash;3.92E-06;0.025776349;255;Permanent græs, under 50% kløver/lucerne;5.62E-07;0;111;Svingelfrø, strand-;4.30E-07;0;11;Vinterhvede;5.97E-07;17.62526314;403;Blomkål;1.07E-06;0.048565753;5;Majs til modenhed;6.38E-07;0.030469226;407;Gulerod;1.54E-06;0.777441703;511;Græskar;3.78E-07;0.439124854;25;Sojabønner;2.46E-07;0;268;Græs under 50% kløver/lucerne, lavt udbytte (omdrift);1.56E-06;0.005975271;264;Græs og kløvergræs uden norm, under 50 % kløver (omdrift);8.73E-06;0.023086026;230;Blanding af vårkorn, grønkorn;5.52E-07;0;30;Ærter;5.96E-07;0;151;Kartofler, stivelses-;1.14E-06;0;11;Vinterhvede;1.99E-07;2.775642155;30;Ærter;9.32E-06;0.355483696;120;Kløverfrø;7.29E-06;0;108;Rødsvingelfrø;5.00E-07;0;263;Græs uden kløvergræs (omdrift);6.50E-08;0.086805556;113;Engrapsgræsfrø (plænetype);4.29E-07;0;450;Grøntsager, blandinger;1.62E-06;0.094984802;531;Anden træfrugt;1.63E-05;0.004342553;120;Kløverfrø;6.76E-07;0;153;Kartofler, andre;2.52E-06;0;407;Gulerod;9.24E-08;0;251;Permanent græs, lavt udbytte;2.04E-07;0.041118421;4;Blanding af vårsåede arter;1.81E-05;0.016519094;4;Blanding af vårsåede arter;3.68E-06;0;520;Surkirsebær uden undervækst af græs;2.11E-06;0.334854569;268;Græs under 50% kløver/lucerne, lavt udbytte (omdrift);2.81E-07;0.387067863;106;Hundegræsfrø;3.70E-07;0;2;Vårhvede;6.31E-07;0.290697674
103;255;Permanent græs, under 50% kløver/lucerne;2.8E-05;0.0;102;Rajgræsfrø, alm. 1. år, efterårsudlagt;2.78E-07;0;310;Brak, sommerslåning;7.39E-07;0.198346204;214;Korn og bælgsæd, helsæd, under 50% bælgsæd;8.92E-07;0;424;Ærter, konsum;1.14E-06;0.109289617;405;Courgette, squash;3.59E-07;0.330305001;268;Græs under 50% kløver/lucerne, lavt udbytte (omdrift);8.58E-06;0.230729869;583;Juletræer og pyntegrønt på landbrugsjord;1.33E-06;0;153;Kartofler, andre;1.22E-07;0.420489297;11;Vinterhvede;3.92E-06;26.94633842;280;Fodersukkerroer;5.62E-07;0;120;Kløverfrø;4.30E-07;0;216;Silomajs;5.97E-07;1.122232205;251;Permanent græs, lavt udbytte;1.07E-06;0;255;Permanent græs, under 50% kløver/lucerne;6.38E-07;0;151;Kartofler, stivelses-;1.53E-06;3.577869296;7;Korn + bælgsæd under 50% bælgsæd;3.78E-07;0.497318057;579;Tagetes, sygdomssanerende plante;2.46E-07;0;210;Vårbyg, helsæd;1.56E-06;0.006773232;257;Permanent græs, uden kløver;8.73E-06;0.009677419;16;Vintertriticale;5.52E-07;0.025134048;280;Fodersukkerroer;5.96E-07;0;2;Vårhvede;1.14E-06;0.680392371;406;Grønkål;1.99E-07;0.080645161;31;Hestebønner;9.32E-06;0.009694014;4;Blanding af vårsåede arter;7.29E-06;0;583;Juletræer og pyntegrønt på landbrugsjord;5.00E-07;0.004877097;403;Blomkål;6.50E-08;0.043402778;280;Fodersukkerroer;4.29E-07;0;522;Blomme uden undervækst af græs;1.62E-06;0.030525031;514;Solbær;1.63E-05;0.031853685;312;20-årig udtagning;6.76E-07;0;120;Kløverfrø;2.52E-06;0;230;Blanding af vårkorn, grønkorn;9.24E-08;0;268;Græs under 50% kløver/lucerne, lavt udbytte (omdrift);2.04E-07;0.205592105;7;Korn + bælgsæd under 50% bælgsæd;1.81E-05;0.024399347;267;Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift);3.68E-06;0.007754342;260;Græs med kløver/lucerne, under 50 % bælgpl. (omdrift);2.11E-06;0.200471237;13;Vinterhvede, brødhvede;2.81E-07;0;424;Ærter, konsum;3.70E-07;0;160;Sukkerroer til fabrik;6.31E-07;0
181;421;Savoykål, spidskål;2.8E-05;0.0;215;Ærtehelsæd;2.78E-07;0;666;Purløgsfrø;7.39E-07;0.015024038;310;Brak, sommerslåning;8.92E-07;0.068918608;264;Græs og kløvergræs uden norm, under 50 % kløver (omdrift);1.14E-06;0;261;Kløvergræs, over 50% kløver (omdrift);3.59E-07;1.331142938;6;Vårhvede, brødhvede;8.58E-06;0.078085451;2;Vårhvede;1.33E-06;0.280707697;216;Silomajs;1.22E-07;1.845150195;254;Miljøgræs MVJ-tilsagn (0 N), permanent;3.92E-06;0.005625498;30;Ærter;5.62E-07;0;30;Ærter;4.30E-07;0.088270773;424;Ærter, konsum;5.97E-07;0.479082662;108;Rødsvingelfrø;1.07E-06;0;7;Korn + bælgsæd under 50% bælgsæd;6.38E-07;0.127592197;1;Vårbyg;1.53E-06;8.708271353;14;Vinterrug;3.78E-07;2.260276432;432;Krydderurter (undtagen persille og purløg);2.33E-07;0.333784647;30;Ærter;1.56E-06;0.12070006;214;Korn og bælgsæd, helsæd, under 50% bælgsæd;8.73E-06;0.010987401;264;Græs og kløvergræs uden norm, under 50 % kløver (omdrift);5.52E-07;0;113;Engrapsgræsfrø (plænetype);5.96E-07;0;3;Vårhavre;1.14E-06;1.231011623;3;Vårhavre;1.99E-07;1.851014667;264;Græs og kløvergræs uden norm, under 50 % kløver (omdrift);9.32E-06;0.048605881;534;Hyben;7.29E-06;0.027215328;16;Vintertriticale;5.00E-07;0;3;Vårhavre;6.50E-08;0.238715278;30;Ærter;4.29E-07;0.036337209;252;Permanent græs, normalt udbytte;1.62E-06;0.301332288;6;Vårhvede, brødhvede;1.63E-05;0;592;Pil;6.76E-07;0;450;Grøntsager, blandinger;2.52E-06;0.021355353;6;Vårhvede, brødhvede;9.24E-08;0;210;Vårbyg, helsæd;2.04E-07;0;267;Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift);1.81E-05;0.014829351;106;Hundegræsfrø;3.68E-06;0;216;Silomajs;2.11E-06;0.729655646;276;Permanent græs og kløvergræs uden norm, under 50 % kløver;2.80E-07;0.008305648;4;Blanding af vårsåede arter;3.70E-07;0;276;Permanent græs og kløvergræs uden norm, under 50 % kløver;6.31E-07;0
4;4;Blanding af vårsåede arter;2.8E-05;0.3;30;Ærter;2.78E-07;0;215;Ærtehelsæd;7.39E-07;0;5;Majs til modenhed;8.92E-07;0.003951944;214;Korn og bælgsæd, helsæd, under 50% bælgsæd;1.14E-06;0;423;Sukkermajs;3.58E-07;0.86008292;210;Vårbyg, helsæd;8.58E-06;0.466972316;108;Rødsvingelfrø;1.33E-06;0.10360547;429;Jordskokker, konsum;1.22E-07;0.067934783;263;Græs uden kløvergræs (omdrift);3.92E-06;0.025871063;411;Løg;5.62E-07;0.043798178;7;Korn + bælgsæd under 50% bælgsæd;4.30E-07;0.027056277;30;Ærter;5.97E-07;0.517571598;583;Juletræer og pyntegrønt på landbrugsjord;1.07E-06;0.006488451;30;Ærter;6.38E-07;0.099157149;150;Kartofler, lægge- (egen opformering);1.53E-06;1.208853315;513;Jordbær;3.77E-07;0.602475497;120;Kløverfrø;2.26E-07;5.01533045;429;Jordskokker, konsum;1.56E-06;0.015087508;150;Kartofler, lægge- (egen opformering);8.73E-06;0.127883413;250;Permanent græs, meget lavt udbytte;5.52E-07;0.03686325;312;20-årig udtagning;5.96E-07;0;108;Rødsvingelfrø;1.14E-06;0.006666667;120;Kløverfrø;1.99E-07;0.968309859;257;Permanent græs, uden kløver;9.32E-06;0.002058827;7;Korn + bælgsæd under 50% bælgsæd;7.29E-06;0;268;Græs under 50% kløver/lucerne, lavt udbytte (omdrift);5.00E-07;0;160;Sukkerroer til fabrik;6.50E-08;0;111;Svingelfrø, strand-;4.29E-07;0;15;Vinterhybridrug;1.62E-06;0;112;Engrapgræsfrø (marktype);1.63E-05;0;7;Korn + bælgsæd under 50% bælgsæd;6.76E-07;0;30;Ærter;2.52E-06;0.029425612;411;Løg;9.24E-08;0;16;Vintertriticale;2.04E-07;0;547;Planteskolekulturer, stauder;1.81E-05;0.023706105;112;Engrapgræsfrø (marktype);3.68E-06;0;16;Vintertriticale;2.11E-06;0.403608737;101;Rajgræsfrø, alm.;2.80E-07;0;112;Engrapgræsfrø (marktype);3.70E-07;0;13;Vinterhvede, brødhvede;6.31E-07;0
51;113;Engrapsgræsfrø (plænetype);2.8E-05;0.0;113;Engrapsgræsfrø (plænetype);2.78E-07;0;102;Rajgræsfrø, alm. 1. år, efterårsudlagt;7.39E-07;0;264;Græs og kløvergræs uden norm, under 50 % kløver (omdrift);8.92E-07;0.029122444;230;Blanding af vårkorn, grønkorn;1.14E-06;0;403;Blomkål;3.58E-07;0.732631055;234;Korn og bælgsæd, grønkorn, under 50% bælgsæd;8.58E-06;0.058056449;264;Græs og kløvergræs uden norm, under 50 % kløver (omdrift);1.33E-06;0.093368831;101;Rajgræsfrø, alm.;1.22E-07;1.039330649;101;Rajgræsfrø, alm.;3.91E-06;1.191971288;113;Engrapsgræsfrø (plænetype);5.62E-07;0;267;Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift);4.30E-07;0;13;Vinterhvede, brødhvede;5.97E-07;1.355430138;5;Majs til modenhed;1.07E-06;0.233720777;102;Rajgræsfrø, alm. 1. år, efterårsudlagt;6.38E-07;0;413;Rodpersille;1.53E-06;0.08168693;215;Ærtehelsæd;3.77E-07;1.333395171;421;Savoykål, spidskål;2.21E-07;0.822963107;16;Vintertriticale;1.56E-06;0.044266642;450;Grøntsager, blandinger;8.73E-06;0.041378996;539;Blandet frugt;5.52E-07;0.008378016;153;Kartofler, andre;5.96E-07;0;583;Juletræer og pyntegrønt på landbrugsjord;1.14E-06;0.004037468;407;Gulerod;1.99E-07;0.258830694;16;Vintertriticale;9.32E-06;0.215404001;31;Hestebønner;7.29E-06;0.004779505;251;Permanent græs, lavt udbytte;5.00E-07;0.11058133;429;Jordskokker, konsum;6.50E-08;0.025;153;Kartofler, andre;4.29E-07;0;254;Miljøgræs MVJ-tilsagn (0 N), permanent;1.62E-06;0;106;Hundegræsfrø;1.63E-05;0.002155544;267;Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift);6.76E-07;0;312;20-årig udtagning;2.52E-06;0;266;Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift);9.24E-08;0;250;Permanent græs, meget lavt udbytte;2.04E-07;0;112;Engrapgræsfrø (marktype);1.81E-05;0;235;Blanding af vinterkorn, grønkorn;3.68E-06;0;22;Vinterraps;2.11E-06;0.912705228;14;Vinterrug;2.80E-07;0;407;Gulerod;3.70E-07;0;310;Brak, sommerslåning;6.31E-07;0.089285714
115;267;Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift);2.8E-05;0.1;312;20-årig udtagning;2.78E-07;0;111;Svingelfrø, strand-;7.39E-07;0;152;Kartofler, spise-;8.92E-07;0.434933535;310;Brak, sommerslåning;1.14E-06;0;412;Pastinak;3.58E-07;0.742460727;421;Savoykål, spidskål;8.58E-06;0.037265891;16;Vintertriticale;1.33E-06;0;15;Vinterhybridrug;1.22E-07;1.132246377;2;Vårhvede;3.91E-06;1.136691738;312;20-årig udtagning;5.62E-07;0;4;Blanding af vårsåede arter;4.30E-07;0;118;Rajsvingelfrø, efterårsudlagt;5.97E-07;0;210;Vårbyg, helsæd;1.07E-06;0;113;Engrapsgræsfrø (plænetype);6.38E-07;0;320;Braklagte randzoner;1.53E-06;0;152;Kartofler, spise-;3.77E-07;2.291001403;410;Knoldselleri;2.19E-07;0.760490642;250;Permanent græs, meget lavt udbytte;1.56E-06;0.044017761;310;Brak, sommerslåning;8.73E-06;0.062308433;310;Brak, sommerslåning;5.52E-07;0.089315636;111;Svingelfrø, strand-;5.96E-07;0;251;Permanent græs, lavt udbytte;1.14E-06;0.039728027;216;Silomajs;1.99E-07;0;404;Broccoli;9.32E-06;0.036314476;111;Svingelfrø, strand-;7.29E-06;0;210;Vårbyg, helsæd;5.00E-07;0;276;Permanent græs og kløvergræs uden norm, under 50 % kløver;6.50E-08;0;120;Kløverfrø;4.29E-07;0;3;Vårhavre;1.62E-06;0.042610781;407;Gulerod;1.63E-05;0;4;Blanding af vårsåede arter;6.76E-07;0;106;Hundegræsfrø;2.52E-06;0;110;Svingelfrø, stivbladet;9.24E-08;0;31;Hestebønner;2.04E-07;0;235;Blanding af vinterkorn, grønkorn;1.81E-05;0;407;Gulerod;3.68E-06;0;10;Vinterbyg;2.11E-06;0.015903308;151;Kartofler, stivelses-;2.80E-07;0;6;Vårhvede, brødhvede;3.70E-07;0;101;Rajgræsfrø, alm.;6.31E-07;0
139;312;20-årig udtagning;2.8E-05;0.0;153;Kartofler, andre;2.78E-07;0;113;Engrapsgræsfrø (plænetype);7.39E-07;0;124;Spinatfrø;8.92E-07;0;152;Kartofler, spise-;1.14E-06;0.102913278;666;Purløgsfrø;3.58E-07;0.282401902;102;Rajgræsfrø, alm. 1. år, efterårsudlagt;8.58E-06;0.255865253;230;Blanding af vårkorn, grønkorn;1.33E-06;0;11;Vinterhvede;1.22E-07;15.11638465;153;Kartofler, andre;3.91E-06;0.334527667;592;Pil;5.62E-07;0;513;Jordbær;4.30E-07;0.03525951;35;Bælgsæd, flerårig blanding;5.97E-07;0;16;Vintertriticale;1.07E-06;0.054719562;111;Svingelfrø, strand-;6.38E-07;0;216;Silomajs;1.53E-06;0.065046326;402;Bladselleri;3.77E-07;0.101850777;415;Porre;2.18E-07;0.906138942;230;Blanding af vårkorn, grønkorn;1.56E-06;0;430;Bladpersille;8.73E-06;0.005316321;257;Permanent græs, uden kløver;5.52E-07;0;592;Pil;5.96E-07;0;268;Græs under 50% kløver/lucerne, lavt udbytte (omdrift);1.14E-06;0.284106984;22;Vinterraps;1.99E-07;1.100593286;255;Permanent græs, under 50% kløver/lucerne;9.32E-06;0.004847007;6;Vårhvede, brødhvede;7.29E-06;0;230;Blanding af vårkorn, grønkorn;5.00E-07;0;13;Vinterhvede, brødhvede;6.50E-08;0;312;20-årig udtagning;4.29E-07;0;263;Græs uden kløvergræs (omdrift);1.62E-06;0.469704482;593;Poppel (0-100 andre træer pr. ha);1.63E-05;0;106;Hundegræsfrø;6.76E-07;0;592;Pil;2.52E-06;0;270;Græs til udegrise, omdrift;9.24E-08;0;152;Kartofler, spise-;2.04E-07;0;407;Gulerod;1.81E-05;0;6;Vårhvede, brødhvede;3.68E-06;0;252;Permanent græs, normalt udbytte;2.11E-06;1.971460916;2;Vårhvede;2.80E-07;0;172;Lucernegræs, over 25% græs til slæt inkl. eget foder;3.70E-07;0;151;Kartofler, stivelses-;6.31E-07;0
250;592;Pil;2.8E-05;0.0;120;Kløverfrø;2.78E-07;0;280;Fodersukkerroer;7.39E-07;0;511;Græskar;8.92E-07;0.031584238;5;Majs til modenhed;1.14E-06;0;404;Broccoli;3.58E-07;0.415293532;544;Snitblomster og snitgrønt;8.58E-06;0.005285599;310;Brak, sommerslåning;1.33E-06;0;261;Kløvergræs, over 50% kløver (omdrift);1.22E-07;0.188053525;513;Jordbær;3.91E-06;0.198764618;111;Svingelfrø, strand-;5.62E-07;0;235;Blanding af vinterkorn, grønkorn;4.30E-07;0;412;Pastinak;5.97E-07;0.083960315;250;Permanent græs, meget lavt udbytte;1.07E-06;0;424;Ærter, konsum;6.38E-07;0.045269353;22;Vinterraps;1.53E-06;0.078832018;412;Pastinak;3.77E-07;0.229863072;101;Rajgræsfrø, alm.;2.13E-07;3.020982569;257;Permanent græs, uden kløver;1.56E-06;0.003386616;666;Purløgsfrø;8.73E-06;0.025697592;255;Permanent græs, under 50% kløver/lucerne;5.52E-07;0;120;Kløverfrø;5.96E-07;0;210;Vårbyg, helsæd;1.14E-06;0.016666667;415;Porre;1.99E-07;0.114875066;14;Vinterrug;9.32E-06;0.588783031;172;Lucernegræs, over 25% græs til slæt inkl. eget foder;7.29E-06;0;264;Græs og kløvergræs uden norm, under 50 % kløver (omdrift);5.00E-07;0;101;Rajgræsfrø, alm.;6.50E-08;0;4;Blanding af vårsåede arter;4.29E-07;0.040453074;513;Jordbær;1.62E-06;0.17545494;171;Lucerne, slæt;1.63E-05;0;424;Ærter, konsum;6.76E-07;0;7;Korn + bælgsæd under 50% bælgsæd;2.52E-06;0;513;Jordbær;9.24E-08;0;230;Blanding af vårkorn, grønkorn;2.04E-07;0;6;Vårhvede, brødhvede;1.81E-05;0;593;Poppel (0-100 andre træer pr. ha);3.68E-06;0;266;Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift);2.11E-06;0.25250555;251;Permanent græs, lavt udbytte;2.80E-07;0;593;Poppel (0-100 andre træer pr. ha);3.70E-07;0;14;Vinterrug;6.31E-07;0
